,short_description,label
492,boom found viral audio record chennai orthopedist dr santosh jacob,1
404,articl publish claim khan read curv corona viru opposit direct articl first pakistan,1
268,mani obstacl initi stage friendship pakistan china warmth relationship two countri well known foundat,0
696,china alreadi discuss india china react sharpli latest agreement,0
594,boom found video two year old junior clerk attack ajmer,1
57,pakistan hazara muslim target long time hazara pakistan,0
569,amanatullah khan talk becom mean medium end atroc,1
406,niti aayog ceo amitabh kant said lot democraci india controversi arisen statement,0
505,prime minist narendra modi want elect lok sabha legisl assembl state togeth,0
193,boom found video go viral two year old noth recent polit scenario,1
503,stori origin red forum call r noslip scari stori stori share,1
250,year peopl lost live due air pollut everi day loss rs lakh crore protect,0
695,zee news tv use old pictur veterinari doctor accu rape murder,1
604,financ minist nirmala sitharaman announc third instal self suffici india packag,0
695,effort creat vaccin corona viru india one third phase vaccin approv,0
205,boom found mosqu actual katra bazar sagar madhya pradesh mumbai,1
635,film matto bicycl stori labor whose full exist livelihood broken bicycl,0
68,debat stand everi new name aurangabad citi aurangabad district,0
498,unlik social media claim rosh vaccin rapidli approv kornaviru test,1
114,bharat biotech serum institut india prepar vaccin protect corona viru india issu common statement tuesday know happen controversi reconcili,0
238,movement farmer agricultur law still go due peasant movement railway suffer lot financ loss,0
524,deci cancel teja korona epidem also link dream privat indian railway,0
128,rashtriya kamadhenu commiss go conduct first kamdhenu vigyan public examin examin kind,0
491,perform farmer singhhu border delhi also got support eight opposit parti mani farmer organ well mani univ student also reach,0
469,rss organ also want improv new agricultur law bharatiya kisan sangh swadeshi jagran manch believ new agricultur law shortcom repair,0
420,video actual record februari kapoor admit treatment hospit delhi,1
386,chhattisgarh pay purcha paddi minimum support price entir countri state govern buy quintal paddi per acr farmer,0
188,known victori stori dalit bhima koregaon discuss violenc case violenc countri well known intellectu accu put uapa section histori direct investig violenc,0
85,australian captain tim penn insult ravichandran ashwin,0
419,boom found viral clip sever year old belong ongo lockdown due kovid,1
559,due modi govern announc region comprehen econom partnership ie rcep talk novemb last year deci correct,0
430,tv show air june year amish devgan said alleg derog sufi saint,0
338,boom lock discov pictur leh ladakh,1
600,necessari news big updat day found live page bbc avail hour,0
441,boom found investig financ time becom viral becom viral articl,1
638,kiran bedi share amplifi video differ video share nasa,1
185,boom found bjp field candid lok sabha assembl elect kangana constitu,1
330,boom made list option app ban,1
324,decemb pakistani armi surrend india prepar major gener jfr jacob,0
603,boom contact femal station charg confirm commun angl incid,1
585,boom contact rel decea confirm year old young woman die heart stop,1
623,durex compani remov adverti make fun delhi polic,1
322,assembl elect held last month bihar nda promi bihari instal corona vaccin free came power,0
159,jack publicli appear shanghai sinc forum sinc end octob,0
487,boom found pictur belong art relat murder larg scale shark,1
233,boom investig viral post social media claim devast flood engulf china,1
646,necessari news big updat day found live page bbc avail hour,0
149,boom found viral video januari nitish kumar went address public meet buxar,1
639,third final phase poll bihar held saturday special thing relat elect campaign bihar last one half month,0
529,senior congress leader congress leader ghulam nabi azad said poor perform parti bihar elect elect five star cultur,0
473,viral video claim indor polic beat stone team doctor april,1
160,boom contact hathra victim brother confirm woman seen pictur mother,1
495,declin previou quarter percent today condit good despit worrisom full expect,0
81,power smuggler pakistan end interest stori seth abid india monopoli gold smuggl busi independ,0
664,attitud biden realli soft china abl tax tax china busi like trump,0
71,boom spoke electrician nazir muhammad profess told complain polic,1
24,iqarul hasan host pakistani tv show prai india peopl start call cowardli mani celebr pakistan came defen,0
687,boom found video mock drill organ jharkhand polic novemb,1
83,peopl put live stake selfi,0
171,boom found statement ad separ aaj tak bulletin,1
196,boom found viral video claim chauhan ralli peopl rai slogan kamal nath name,1
602,boom found video beat crimin indor polic uttar pradesh caa demonstr,1
625,bs chandrashekhar spin bowler front feet veteran batsmen like richard use waver,0
626,kamala harri mother southern state tamil nadu villag india peopl happi kamla victori,0
626,boom found two word replac pictur placard,1
268,ayurveda practit sharma convict mani murder till relat kovid,1
43,somebodi second marriag alway dealt presenc silent countless peopl societi believ marriag take place,0
94,director gener militari oper indian armi said news armi action pakistan akuupid kashmir fake,1
157,boom found claim viral post fake incid uttar pradesh kolar district karnataka,1
467,although later wire agenc delet tweet also relea mistak mani peopl done wrong tweet,1
150,next meet govern farmer leader held januari,0
263,decemb nepal presid bidya devi bhandari dissolv nepal parliament e pratinidhi sabha recommend oli govern announc hold mid term elect april,0
675,octob special articl rehan fazal,0
78,suprem court form committ listen variou parti agricultur law take stock ground situat,0
8,claim appli vaccin kovid peni give relief viru soon,1
179,farmer demonstr demand differ border delhi final expect new year,0
115,today cartoon bird flu case,0
333,boom found photo handov ceremoni south korea fought korean war chine soldier,1
504,boom spoke coupl famili object claim time india said woman bangalor,1
59,former pakistan fast bowler shoaib akhtar also tie bridg prai team india live game,0
101,boom found viral pictur accu separ alleg murder took place district juli,1
733,video program customari sweet admit indian pakistan armi,1
190,case india well known human right activist intellectu jail polic kept refu give glass straw jail know happen far,0
318,suprem court comment peasant movement today cartoon,0
517,boom examin profil found account fake accord al jazeera wire person belong account,1
527,claim women given money shaheen bagh boom found video distribut februari,1
46,viral pictur big mace bow arrow seen middl squar,1
609,boom found note shivaji fake america declar februari chhatrapati shivaji day,1
